asthma,3
asthough,54
asto,73
astrological,1
asusual,13
aswell,113
aswellas,176
asyet,14
at,5249
at-risk,1
atall,148
ate,20
atfirst,41
athens,11
athletes,2
atlanta,4
atlantic,29
atlast,44
atleast,257
atmosphere,54
atmospheric,1
atomic,14
atoms,11
atonce,36
atpresent,29
attached,36
attaches,1
attack,122
attacked,36
attacking,1
attacks,43
attainable,1
attained,1
attempt,128
attempted,29
attempting,27
attempts,52
attend,41
attendance,18
attended,39
attending,24
attention,151
attila,1
attitude,61
attitudes,48
attn,1
attorney,40
attorneys,7
attract,27
attracted,28
attraction,15
attractions,1
attractive,53
attracts,1
attributed,17
atwater,1
auction,13
audible,1
audience,58
audiences,12
audio,2
audit,30
auditing,1
auditions,1
auditorium,1
auditors,13
aug,40
august,89
augusta,1
augustin,1
augusut,1
aunt,31
austin,5
australia,50
australian,24
austria,13
austrian,3
authenticity,1
author,44
authorities,167
authoritiesleaders,1
authority,191
authorized,2
authorizing,1
authors,25
auto,5
auto-industry,1
automakers,1
automate,1
automatic,24
automatically,28
automobile,1
automobiles,1
autonomous,11
autonomy,20
autopsy,2
autumn,39
availability,23
available,282
avant,1
avenge,1
avenue,18
avenues,1
average,107
averaged,1
averages,1
averaging,1
avert,1
avery,3
aviation,1
avid,1
avoid,86
avoided,24
avoiding,16
avoids,2
await,1
awaiting,4
awake,13
award,154
awarded,29
awards,26
aware,113
awareness,37
away,397
awayfrom,120
awesome,1
awful,32
awkward,16
ax,1
axis,10
ayatollah,1
aye,52
ayed,2
azcona,3
azerbaijan,5
azerbaijani,3
azeris,1
azufrado,1
b,202
babangida,2
babbitt,2
babies,25
baby,102
baby-blue,1
baby-boom,1
back,1073
back-to-basics,1
back-to-work,1
backache,1
backbone,2
backdrop,1
backed,29
backers,4
backgammon,1
background,65
backgrounds,1
backing,14
backlog,3
backs,12
backward,1
backwards,18
bacteria,13
bad,165
baddest,1
badly,46
baffled,1
bag,54
baghdad,10
bags,24
bail,7
bailing,1
baker,24
balaguer,2
balance,82
balanced,12
balances,2
bald,2
balked,1
balking,1
ball,79
ballet,38
ballets,5
ballistic,1
ballot,1
balloting,1
ballots,9
balls,15
baltic,2
baltimore,2
ban,33
banco,2
band,67
bands,20
bane,1
bangladesh,2
bank,198
banker,2
bankers,2
banking,22
bankruptcy,4
banks,78
banned,23
banner,1
banners,3
banning,1
banter,1
banzhaf,2
baptist,12
baptists,2
bar,90
barahona,17
barbara,19
barbed,1
barcelona,10
bare,22
barely,25
bargain,4
bargaining,14
bargin,1
barn,13
barnes,13
barnsville,1
barometers,1
baron,1
barre,1
barred,3
barrel,1
barrels,2
barricada,3
barricades,1
barricading,1
barrier,16
barriers,16
barring,3
barrow,1
barry,20
bars,30
barton,1
baryshnikov,3
barzani,2
base,93
based,194
bases,21
basic,115
basically,35
basin,12
basing,1
basis,152
basked,1
basket,20
baskets,6
basra,4
bass,1
bassinet,1
bastard,14
bat,5
bath,38
bathing,1
bathroom,25
battalion,1
battered,2
batteries,1
battery,13
battle,75
battled,1
battleground,1
battles,4
bauder,2
bavitsky,7
bay,36
bayonet,1
bbc,43
be,6973
bea,1
beach,48
beaches,4
beachhead,2
beadwork,1
beaird,3
beam,11
beans,15
bear,61
beard,1
bearing,29
bearings,10
bearish,1
bears,1
beat,60
beaten,25
beating,18
beatles,1
beatty,1
beau,1
beaumont,1
beautiful,87
beautifully,13
beauty,42
beazer,1
became,232
because,939
becauseof,178
become,312
becomes,80
becoming,74
bed,159
bedfordshire,1
bedroom,44
bedrooms,16
beds,21
bedside,1
beef,23
beefed,1
been,2903
beer,38
before,970
began,270
begged,1
begging,1
begin,96
beginning,134
beginnings,2
begins,36
begun,46
behalf,16
behave,17
behavior,1
behavioral,1
behaviour,123
behind,264
behind-the-scenes,2
being,947
beings,18
beirut,3
beit,2
belated,2
belfast,44
belgium,14
belgrade,1
belief,52
beliefs,24
believe,232
believed,93
believes,43
believing,14
bell,41
bells,11
belong,24
belonged,17
belonging,19
belongs,12
below,145
belt,21
belts,1
bemused,1
ben,32
bench,20
benchmark,1
bend,1
beneath,52
beneficial,14
benefit,114
benefits,81
benghazi,1
benjamin,17
bennett,1
bensinger,1
bent,23
bentsen,2
berg,4
berlin,27
bernard,21
bernstein,1
beside,58
besides,18
besieged,1
best,364
best-known,1
bet,21
bethesda,1
bethlehem,2
better,371
betty,13
between,966
beverage,1
beverly,1
bey,1
beyond,124
bgng,2
biaggi,4
bias,14
bible,21
biblical,2
bicyclist,1
bid,40
bidder,1
bidding,2
biden,3
bids,1
big,265
big-state,2
bigger,38
biggest,53
bike,18
bilateral,1
bild,2
bile,12
bill,177
billed,1
billing,1
billion,90
billowing,2
bills,33
billy,22
binding,22
bingqian,1
binoculars,2
biological,20
biology,11
bipartisan,2
bird,38
birds,57
bireh,2
birmingham,34
birth,55
birthday,34
births,7
biscuits,10
bishop,47
bishoprics,1
bishops,16
bismarck,1
bit,153
bits,34
bitter,25
bitterly,11
bizarre,13
bjt,1
black,279
blackboards,1
blackened,1
blacks,23
bladder,10
blade,12
blake,11
blame,24
blamed,19
blaming,1
blanche,13
blank,15
blanket,11
blasphemous,1
blast,2
blasted,1
blazes,1
blazing,1
bleak,4
blend,1
bless,2
blessing,1
blew,19
blind,28
blindfolded,1
blindness,1
blink,1
blinked,1
bloc,2
block,44
blockage,1
blocked,19
blocking,4
blocks,25
bloke,13
blood,104
blood-alcohol,1
blood-spattered,1
bloodstained,1
bloodstaining,1
bloody,77
blow,37
blowing,11
blown,12
bludgeoning,1
blue,106
blueprint,1
blues,12
blvd,3
board,155
boarded,1
boards,29
boasts,1
boat,55
boats,24
boatswain,2
bob,47
boca,1
bocay,1
bode,1
bodies,74
body,269
bodyguard,2
bodyguards,2
boesky,1
bogalusa,1
bogota,5
bogue,1
boiler,1
bolanos,1
bold,12
bolivians,2
bomb,33
bombarded,2
bombardment,1
bombed,3
bombing,2
bombs,19
bond,30
bonds,22
bone,27
bone-marrow,1
bones,23
bonn,1
bonus,14
bonuses,6
book,255
booked,14
booklet,10
books,136
boom,21
boomers,4
booming,2
boon,1
boost,25
boosted,1
boosting,3
boot,15
bootleg,2
boots,27
border,55
bordering,1
borders,13
bore,12
bored,14
boring,16
born,85
borne,11
borough,20
borrow,15
borrowed,15
borrowing,12
borujerd,2
boscastle,1
bosnia,10
boss,33
boston,11
bosun,2
both,738
botha,2
bother,22
bothered,15
bottle,42
bottles,19
bottom,76
bought,93
boulders,1
boulter,1
bounced,1
bound,50
boundaries,24
boundary,20
bow,11
bowel,12
bowie,2
bowl,23
box,89
boxcar,3
boxed,1
boxes,27
boxing,12
boy,143
boyfriend,12
boys,88
br,13
bradford,13
bradley,7
brady,3
bragg,2
brain,50
brake,1
branch,55
branches,32
brand,13
branded,1
brandeis,1
brandishing,1
brasch,3
brass,17
bratislava,3
brave,17
bravo,1
brawls,2
brazil,17
breach,31
bread,40
break,101
breakdown,16
breakfast,47
breaking,30
breaks,16
breakthrough,1
breakthroughs,1
breast,17
breasts,13
breath,51
breathe,11
breathing,16
breed,12
breeding,20
breeze,14
breezes,1
breij,1
brennan,1
brezhnev,1
brian,49
bribe,1
bribes,3
brick,19
bride,11
bridge,62
bridgeport,1
bridgeway,1
brief,49
briefed,2
briefing,2
briefly,37
brig,2
brigade,12
bright,55
brighton,15
brilliant,36
bring,169
bringing,53
brings,33
brink,1
brisk,1
bristol,31
britain,266
british,390
britons,1
britt,6
broad,52
broad-based,1
broadcast,3
broadcasting,16
broadcasts,1
broader,15
broadly,16
brochure,2
brochures,3
brokaw,2
broke,64
broken,81
brokerage,2
brokering,1
brokers,1
bronx,4
bronze,17
brooke,7
brooklyn,4
brother,94
brothers,40
brought,217
brown,89
bruce,21
bruises,1
brush,14
brushed,1
brushfire,1
brushfires,1
brussels,15
brutality,1
bryant,2
bryna,1
buchanan,1
buck,1
buckley,1
bucks,1
buckskins,1
buddhists,1
buddy,1
budget,96
budget-cutting,1
budgets,14
buechner,1
buenos,1
buffalo,1
bug,1
bugs,1
build,71
building,207
buildings,68
builds,2
built,134
bulb,1
bulgaria,2
bulk,20
bullet,2
bullet-riddled,1
bullets,6
bully,1
bulrush,2
bulrushes,1
bumper,1
bumpers,1
bunch,12
bundle,1
bunny,1
buoy,2
burden,28
bureau,21
bureaucracy,13
bureaucratic,3
buren,2
burglaries,2
burglarizes,1
burglary,7
burial,2
burianek,2
buried,27
burn,15
burned,22
burning,40
burnley,1
burnt,10
burst,22
bury,2
bus,59
buses,16
bush,73
bushehr,4
bushes,2
business,390
business-related,1
businesses,44
businessman,3
businessmen,1
busing,1
bustamante,5
busters,1
busy,51
but,4891
butler,10
butter,22
button,16
buy,132
buyer,29
buyers,18
buying,43
buys,2
by,5568
by-elections,1
bye,17
bymeansof,16
bynomeans,16
bynow,22
bypassed,2
byrd,2
byron,2
bywayof,14
c,184
ca,318
cab,17
cabin,11
cabinet,70
cabinetmaker,1
cable,21
cage,10
cake,28
calcium,13
calculate,10
calculated,24
calculation,12
calculations,13
calendar,12
calero,9
calif,9
california,40
call,216
called,387
caller,1
calling,54
callous,1
calls,83
calm,19
calmly,1
calvin,1
calvo,4
cama,2
cambridge,36
came,495
camera,27
cameras,17
camp,38
campa,2
campaign,135
campaigned,2
campaigning,4
campaigns,17
campbell,16
campeau,1
camps,13
can,2455
canada,38
canadian,15
canal,41
canaveral,2
cancel,1
canceled,2
cancellation,1
cancelled,12
cancer,56
cancer-free,1
candidate,45
candidate-a-week,1
candidates,58
candlelight,1
candles,1
cannon,1
cannons,2
cannot,4
cans,2
canterbury,12
canton,1
canvas,12
canyon,1
cap,21
capability,1
capable,50
capacity,62
cape,2
capita,3
capital,155
capitalism,19
capitalist,21
capitals,3
capitol,5
caps,1
capt,2
captain,60
capture,2
captured,24
captures,1
car,310
carbon,25
card,58
cardboard,1
cardenal,2
cardiac,1
cardiff,18
cardinal,2
cardiovascular,1
cards,40
care,254
cared,13
career,79
careers,17
careful,52
carefully,73
carers,12
cargo,5
caribbean,3
carl,12
carlos,3
carnegie,1
carnival,1
carol,10
carolina,12
caroline,20
carpet,24
carriage,21
carriages,1
carrick,2
carrie,13
carried,148
carrier,19
carriers,3
carries,21
carrington,3
carry,108
carrying,72
cars,86
carte,2
cartel,1
carter,29
cartoon,1
cartoonist,1
cascade,1
case,476
case-by-case,1
cases,199
cash,100
cashed,1
casino,1
casket,1
caspar,1
cast,35
castle,47
casual,18
casualties,5
cat,39
catalino,1
catalogue,24
catch,44
catch-all,1
catchers,1
catching,14
categories,36
categorize,1
category,34
catering,1
catharine,1
cathedral,24
catherine,18
catholic,47
catholicism,1
catholics,7
cats,17
cattle,35
caucasus,1
caucus,3
caucuses,9
caught,92
causal,12
cause,143
cause-of-death,1
caused,109
causes,53
causing,40
caution,18
cautious,13
cavaco,1
cavanaugh,1
cave,12
cbs,2
cd,10
cease,16
cease-fire,27
cease-fire.,1
cease-fires,3
cease-fires.,1
cease-firing,1
ceased,15
ceasefire,1
ceases,2
cedar,2
cedarburg,1
cede,1
ceiling,23
celebrate,16
celebrated,11
celebrating,1
celebration,12
celebrations,1
celestial,4
cell,55
cellmate,1
cells,76
cement,1
cemetery,5
censorship,3
census,10
cent,4
center,37
centered,2
centerpiece,1
centers,8
centra,1
central,249
centre,232
centred,13
centres,52
cents,3
centuries,36
century,203
ceremony,24
cerezo,5
cernogursky,1
certain,228
certainly,194
certainty,14
certificate,29
certificates,1
cesspool,1
chaim,1
chain,38
chained,1
chains,14
chair,77
chairman,133
chairs,20
challenge,69
challenged,16
challenger,4
challenges,14
challenging,1
chamber,30
chambers,54
champagne,19
champion,33
champions,15
championship,35
championships,15
chance,137
chancellor,37
chancellory,1
chances,34
chandler,6
chang,4
change,332
changed,112
changes,186
changing,64
changsha,1
channel,40
channeled,1
channels,21
chanted,3
chants,1
chaos,16
chap,16
chapel,21
chapman,11
chapter,151
chapters,20
character,91
characteristic,30
characteristics,38
characterize,3
characterized,1
characters,41
charge,128
charged,79
charges,104
charity,35
charles,103
charleston,6
charley,2
charlie,29
charlotte,18
charm,13
charmed,1
charming,14
chart,15
charter,26
charts,12
chary,1
chased,3
chasers,1
chasing,2
chasm,2
chateau,1
chavis,1
cheap,39
cheaper,23
cheaply,1
cheating,1
check,76
checkbook,1
checked,25
checking,17
checks,4
cheek,19
cheeks,16
cheerful,12
cheering,1
cheers,1
cheese,30
chelsea,15
cheltenham,14
chemical,59
chemicals,25
chemist,2
chemistry,20
chen,1
cheque,20
cherished,1
chernenko,1
cheryl,2
cheshire,11
chest,39
chester,11
cheyenne,1
chicago,27
chicken,20
chicoms,3
chief,147
chiefs,2
chieftainships,1
child,252
child-bearing,1
childhood,29
children,498
chile,3
chill,1
chilled,2
chin,17
china,69
chinchinica,1
chinese,55
chinn,3
chip,21
chipped,1
chips,19
chitto,1
chlorofluorocarbon,1
choate,1
chocolate,21
choice,124
choices,18
choir,10
choke,2
choked,1
choking,2
choose,68
choosing,17
choreographed,1
choreographer,2
choreographers,3
chorus,11
chose,29
chosen,61
chris,46
christ,48
christi,1
christian,66
christianity,18
christians,17
christie,12
christine,11
christmas,90
christopher,25
christophos,1
chronic,21
chronicles,1
chronology,2
chrysler,2
chryst,1
chu,1
chuck,3
chuckled,1
chun,10
church,217
churches,36
churchill,14
cia,5
cigarette,31
cigarettes,19
cincinnati,1
cinema,19
cipollone,2
circle,34
circles,17
circuit,30
circular,13
circulating,1
circulation,15
circumstances,107
circumstantial,3
citations,1
cite,1
cited,22
citibank,1
cities,60
citing,5
citizen,15
citizens,48
city,335
civic,16
civil,124
civilian,21
civilians,6
civilized,1
clad,1
claim,129
claimed,98
claiming,27
claims,104
clair,1
claire,12
clampdown,2
clandestine,2
clang,1
clare,21
clarity,11
clark,17
clarke,20
clash,17
clashed,1
clashes,6
clasped,2
class,186
classes,63
classic,27
classical,34
classification,17
classified,11
classmates,1
classroom,24
claudia,11
clause,37
clauses,13
clay,16
clean,70
cleaned,11
cleaning,25
clear,266
cleared,29
clearinghouse,1
clearly,158
clergy,14
clergymen,2
clerical,1
clerk,20
